"npsn","tanggal_pendirian","tanggal_operasional"
"20534183","10-01-1969","29-01-2019"
"20534184","25-01-1993","29-01-2018"
"20534185","01-08-1963","19-09-2019"
"20534193","01-01-1984","13-09-2017"
"20534194","01-01-1901","23-08-2021"
"20534195","-","-"
"20534363","01-01-1901","17-09-2020"
"20534394","26-09-1988","29-10-2019"
"20534398","10-07-2018","10-07-2018"
"20534403","19-05-2022","19-05-2022"
"20534782","",""
"20534783","01-01-1901","08-09-2016"
"20535053","-","-"
"20535054","16-07-1993","11-08-2016"
"20535094","29-07-1984","20-12-2022"
"20535098","-","-"
"20535099","07-11-2002","07-11-2002"
"20535473","01-01-1900","04-08-2003"
"20536263","01-07-1999","28-04-2022"
"20536275","16-03-1987","23-12-2020"
"20536291","16-06-1998","04-11-2022"
"20536292","22-10-2019","01-11-2019"
"20536819","23-10-2013","15-04-2019"
"20536825","07-05-1984","25-10-2019"
"20536924","02-10-1978","02-11-2020"
"20536954","11-06-2020","13-12-2022"
"20537219","08-09-1984","26-04-2021"
"20537498","28-02-2005","28-02-2005"
"20537501","28-02-2005","28-02-2005"
"20538337","12-11-1982","07-11-2022"
"20538338","16-07-1985","30-05-2022"
"20538341","27-08-2001","27-08-2001"
"20538343","-","-"
"20538346","01-01-1994","22-06-2022"
"20539063","29-06-2004","29-06-2004"
"20539316","02-12-2004","28-04-2022"
"20539364","-","-"
"20539365","17-09-2005","19-05-2022"
"20539366","-","-"
"20539723","20-04-2001","15-09-2017"
"20539749","07-07-2007","09-06-2006"
"20539752","20-08-1999","14-02-2023"
"20539815","26-06-2008","26-06-2023"
"20540078","22-12-1990","16-11-2023"
"20540085","-","-"
"20540097","01-02-1990","19-09-2022"
"20540098","08-11-1974","10-10-2022"
"20540101","10-11-1987","04-11-2022"
"20540107","18-06-2007","02-11-2023"
"20540179","18-01-2000","28-04-2022"
"20540308","21-10-2005","11-02-2020"
"20540309","01-01-1900","01-01-1900"
"20540312","19-12-2000","15-07-2019"
"20541256","16-06-1999","18-09-2020"
"20541260","05-07-2005","05-07-2005"
"20541262","02-05-2005","02-05-2005"
"20541264","14-10-2003","14-10-2003"
"20541265","05-07-2005","05-07-2005"
"20541409","18-10-2016","12-01-2018"
"20541410","24-10-2018","09-09-2021"
"20541411","23-02-2005","23-02-2005"
"20541412","-","-"
"20541414","04-04-2008","04-04-2008"
"20542509","19-11-2020","31-08-2022"
"20542510","01-01-1900","19-10-2022"
"20542511","29-05-1995","13-09-2017"
"20542512","01-01-1900","19-05-2014"
"20542513","01-01-1900","08-11-2013"
"20542515","16-07-1997","24-08-2017"
"20542516","03-03-2004","30-03-2004"
"20542518","11-06-1988","18-07-1973"
"20542521","27-12-1985","15-06-2023"
"20542523","15-03-1972","-"
"20542524","20-10-1999","20-10-1999"
"20542536","29-11-2007","29-11-2007"
"20546981","22-06-2006","22-06-2006"
"20547018","22-12-1990","18-09-2018"
"20547020","01-07-1992","13-04-2022"
"20547021","01-01-1900","01-08-2019"
"20547808","28-08-2007","04-08-2016"
"20547821","21-10-2008","16-08-2017"
"20547837","08-11-2004","23-02-2018"
"20548672","21-01-2004","02-11-2020"
"20548732","20-10-2003","-"
"20548745","30-07-1980","30-07-1980"
"20548801","01-01-1974","12-09-2019"
"20548806","01-01-1901","01-01-1900"
"20548807","01-05-2007","01-05-2007"
"20548987","10-07-2007","22-01-2021"
"20549087","01-01-1900","01-01-1900"
"20549215","17-03-2005","01-01-1900"
"20549216","10-10-2003","10-10-2003"
"20549263","04-07-2006","04-05-2021"
"20549264","12-09-2005","12-09-2005"
"20549272","05-07-2007","10-10-2019"
"20549351","26-09-1988","09-11-2022"
"20549361","14-01-2008","19-01-2021"
"20549448","29-06-2004","01-01-1900"
"20549518","02-06-2003","29-07-2022"
"20549521","20-12-2004","01-10-2013"
"20549522","22-12-1990","29-12-2022"
"20549694","",""
"20549903","22-05-2007","28-04-2022"
"20551695","",""
"20551696","28-10-2004","23-07-2020"
"20551723","-","-"
"20551808","03-11-2006","14-12-2024"
"20551910","03-07-2007","23-07-2020"
"20551916","04-02-2008","25-02-2020"
"20552070","18-04-2018","03-03-2021"
"20552192","21-07-2008","05-09-2023"
"20552202","05-02-1991","17-07-2023"
"20552453","16-07-1997","08-02-2022"
"20552454","16-06-2021","16-06-2021"
"20552911","02-05-2007","11-08-2022"
"20553241","31-05-2005","08-01-2019"
"20553243","31-07-2006","14-10-2014"
"20553244","02-03-2007","13-10-2021"
"20553246","05-06-2007","26-08-2019"
"20553975","01-11-2007","17-10-2019"
"20553986","23-10-2007","16-10-2019"
"20554053","27-09-2007","26-11-2019"
"20554119","-","-"
"20554154","01-01-1900","24-09-2013"
"20554155","01-05-2006","08-02-2023"
"20554221","01-08-2008","09-12-2021"
"20554341","24-09-2010","24-09-2010"
"20554353","10-12-2007","31-01-2024"
"20554359","-","-"
"20554366","28-11-2008","01-01-1900"
"20554376","29-09-2015","30-05-2022"
"20554405","10-01-2007","10-01-2007"
"20554415","15-05-2009","07-09-2022"
"20554534","18-04-2008","18-04-2008"
"20554606","09-04-2009","31-08-2022"
"20554683","17-04-2009","28-10-2019"
"20554848","28-11-2007","28-11-2007"
"20554852","01-01-1900","-"
"20554903","12-03-2012","12-03-2012"
"20554925","09-06-2008","09-06-2008"
"20554931","-","-"
"20554932","16-07-2008","16-07-2008"
"20554940","13-06-2008","08-03-2023"
"20555114","22-05-2007","20-06-2022"
"20555118","30-05-2008","18-02-2022"
"20555383","02-07-2008","28-12-2021"
"20557257","30-07-2007","21-09-2019"
"20557424","02-12-2008","28-08-2020"
"20558971","18-08-2009","04-04-2022"
"20562077","01-06-2008","01-06-2008"
"20562087","09-06-2008","09-06-2008"
"20562091","09-06-2008","09-06-2008"
"20562457","02-07-2008","06-01-2016"
"20562458","11-11-2015","11-06-2018"
"20562460","18-08-2009","04-04-2022"
"20562657","02-01-2019","07-12-2022"
"20563921","01-09-2009","14-10-2021"
"20564050","09-09-2009","15-08-2022"
"20564067","22-01-2009","19-05-2022"
"20564082","15-07-2006","21-07-2022"
"20564084","01-01-2005","18-02-2022"
"20564240","18-05-2009","24-07-2023"
"20564370","01-05-2006","24-04-2016"
"20564454","21-11-2008","31-03-2021"
"20564459","22-06-2010","04-04-2022"
"20564461","16-05-2008","08-01-2019"
"20565542","15-11-2010","06-10-2022"
"20566062","27-08-2008","27-08-2008"
"20566150","12-05-2009","21-01-2021"
"20566161","10-06-2009","07-01-2020"
"20566332","17-11-2008","20-12-2024"
"20566375","01-01-1901","05-01-2021"
"20566398","29-12-2009","29-12-2009"
"20566425","-","-"
"20566428","03-07-2019","16-12-2021"
"20566430","",""
"20567071","11-09-2009","15-12-2021"
"20567131","25-11-2009","23-02-2018"
"20567335","01-07-2009","19-12-2018"
"20567359","15-05-2008","20-03-2018"
"20568497","01-03-2010","15-12-2021"
"20568696","23-02-2010","13-08-2020"
"20568697","08-07-2009","01-09-2019"
"20569011","11-11-2008","14-10-2021"
"20569038","11-09-2009","29-01-2019"
"20569048","23-10-2007","16-10-2019"
"20569049","15-03-2010","13-06-2023"
"20569195","15-03-2010","09-03-2019"
"20569651","01-04-2011","24-05-2018"
"20570119","10-07-2010","11-08-2022"
"20570323","28-06-2010","01-01-1900"
"20570371","28-06-2010","28-06-2010"
"20570615","18-10-2021","24-01-2020"
"20570745","13-07-2009","02-07-2017"
"20570750","01-01-1900","23-10-2013"
"20570783","26-08-2010","-"
"20570793","30-03-2010","09-12-2021"
"20570795","",""
"20570839","23-05-2013","16-09-2020"
"20570881","26-08-2010","01-01-1900"
"20571032","04-05-2010","12-07-2016"
"20571087","05-06-2021","11-08-2022"
"20571676","24-06-2008","31-10-2023"
"20571680","05-03-2010","08-07-2019"
"20571683","01-01-2009","09-02-2022"
"20573055","14-07-2010","26-09-2018"
"20573195","-","-"
"20573199","31-01-2011","28-05-2021"
"20573210","-","-"
"20573249","01-07-2011","01-07-2011"
"20573272","08-02-2011","09-09-2019"
"20573274","03-01-2011","02-04-2020"
"20573328","12-04-2009","10-10-2022"
"20573768","30-06-2010","14-01-2022"
"20573920","16-07-2018","03-04-2022"
"20574096","12-12-2009","02-03-2021"
"20574522","30-06-2020","01-03-2024"
"20574583","18-05-2011","18-09-2022"
"20574665","-","-"
"20574735","",""
"20576083","10-05-2011","08-03-2019"
"20576118","08-07-2009","16-12-2021"
"20576137","29-10-2010","29-10-2010"
"20576889","12-07-2011","23-12-2020"
"20577261","19-07-2011","20-06-2022"
"20577356","29-07-2011","24-01-2023"
"20577453","10-10-2011","20-10-2023"
"20577509","24-06-2014","24-08-2017"
"20577510","14-02-2011","06-09-2022"
"20577732","20-09-2010","20-09-2010"
"20577762","10-04-2011","05-03-2024"
"20577768","26-05-1995","08-02-2022"
"20577782","11-04-2012","14-08-2023"
"20577811","-","-"
"20579273","25-09-2012","18-09-2024"
"20579294","13-09-2016","14-10-2021"
"20579296","29-11-2011","16-12-2021"
"20579348","-","-"
"20579368","01-01-1901","24-05-2012"
"20579480","-","-"
"20579486","01-01-1900","01-01-1900"
"20579492","-","-"
"20579496","03-12-2012","30-05-2012"
"20583914","11-09-2009","07-12-2019"
"20584016","-","-"
"20584031","17-07-2011","08-08-2020"
"20584035","29-05-2012","26-03-2019"
"20584050","14-06-2011","05-09-2022"
"20584054","12-06-2012","07-09-2020"
"20600454","16-04-1996","16-04-1996"
"20600458","-","08-10-2003"
"20600559","01-01-1900","17-05-2005"
"20600562","-","29-10-2015"
"20600571","01-01-1900","08-10-2003"
"20603253","17-09-1997","06-01-2021"
"20603257","",""
"20603259","21-10-1999","01-01-1900"
"20603260","11-07-2000","29-12-2023"
"20603261","01-01-1900","01-01-1900"
"20603277","05-12-2001","05-12-2001"
"20603278","09-11-2010","09-11-2010"
"20603280","11-12-2001","22-10-2014"
"20603282","06-03-1999","15-12-2016"
"20603286","18-10-2005","18-10-2005"
"20603292","18-11-1981","26-06-1982"
"20603296","-","-"
"20603297","01-09-1994","27-06-2023"
"20603298","03-09-1986","19-05-1987"
"20603300","02-08-1981","26-06-1982"
"20603301","21-09-2004","29-11-2019"
"20603302","04-03-1998","31-10-2020"
"20603303","19-09-1992","19-09-1992"
"20603304","11-11-1996","19-08-2020"
"20603305","01-01-1900","19-10-2000"
"20605114","12-06-2000","31-01-2022"
"20605117","10-11-1986","27-06-2023"
"20605118","19-10-2011","19-10-2011"
"20605121","21-07-1980","29-03-2018"
"20605122","05-06-1989","28-07-2023"
"20605124","",""
"20605126","26-09-2004","27-09-2004"
"20605133","04-12-1995","04-12-1995"
"20605135","01-01-1900","24-11-2018"
"20606243","",""
"20606249","17-04-2006","17-04-2006"
"20606807","04-11-1985","03-12-2014"
"20606812","09-04-2013","09-04-2013"
"20606818","01-09-1994","01-09-1994"
"20606826","20-10-2020","29-10-2019"
"20606889","14-06-1985","14-06-1985"
"20606894","25-02-1986","31-07-1996"
"20606897","10-11-2020","10-11-2020"
"20606898","01-07-1980","30-07-1980"
"20606899","10-07-1975","13-09-1978"
"20606900","19-01-2019","19-01-2019"
"20606902","24-02-2004","24-02-2004"
"20606905","18-04-1975","27-06-2023"
"20606907","-","-"
"20607517","15-12-2006","15-12-2006"
"20607524","05-01-2005","05-01-2005"
"20607661","05-05-2005","27-05-2022"
"20607662","10-11-2008","15-09-2021"
"20607663","28-06-2016","27-06-2023"
"20607830","11-07-2017","14-07-2004"
"20607832","01-05-2000","01-05-2000"
"20607834","07-07-1997","07-07-1997"
"20607836","11-11-2003","19-11-2003"
"20607841","",""
"20607842","03-07-2006","30-04-2012"
"20607928","02-10-2007","30-07-2007"
"20607971","27-08-2007","03-07-2020"
"20613680","27-08-2007","27-08-2007"
"20613713","27-01-2007","16-03-2022"
"20613797","08-07-2008","08-07-2008"
"20613805","11-03-2005","30-10-2007"
"20613810","30-08-2007","30-08-2007"
"20613883","16-05-2008","16-05-2008"
"20613916","16-08-2004","17-06-2008"
"20613949","10-06-2008","20-09-2011"
"20613966","24-09-2018","22-01-2008"
"20614238","28-07-2006","28-07-2008"
"20614350","09-07-2009","08-08-2008"
"20614405","30-11-2001","31-12-2008"
"20614427","01-01-1900","01-01-1900"
"20614509","29-07-2008","29-07-2008"
"20614517","02-03-2009","02-03-2009"
"20614573","01-10-2008","28-08-2020"
"20614599","01-01-1900","01-11-2013"
"20614725","30-06-2014","13-02-2008"
"20614734","01-01-1900","01-01-1900"
"20614735","07-06-2009","12-12-2018"
"20614870","16-09-1999","29-08-2019"
"20615076","16-09-2009","16-09-2009"
"20615092","01-03-2008","01-03-2008"
"20615093","14-11-2008","14-11-2008"
"20615158","01-01-1900","22-12-2009"
"20615185","-","-"
"20615463","21-11-2008","03-07-2010"
"20615464","03-07-2020","22-12-2009"
"20615466","02-01-2009","02-01-2019"
"20615467","23-10-2007","27-06-2023"
"20615478","13-01-2010","17-12-2013"
"20615479","11-01-1984","05-10-2010"
"20615483","31-03-2011","31-03-2011"
"20615515","20-04-2010","23-04-2010"
"20615542","29-05-2009","29-05-2009"
"20615619","17-04-2009","17-04-2009"
"20615746","26-08-2010","26-08-2010"
"20615858","-","-"
"20615868","02-07-2010","27-08-2010"
"20615881","28-06-2012","02-09-2010"
"20615913","17-02-2009","31-08-2020"
"20615941","31-01-2015","16-02-2010"
"20615948","01-01-1901","01-01-1900"
"20615990","01-01-1900","01-01-1900"
"20615991","14-07-2008","14-07-2008"
"20615993","11-07-2007","21-12-2009"
"20616037","23-08-2003","07-10-2010"
"20616040","09-11-2010","18-08-2020"
"20616087","07-07-2010","13-02-2012"
"20616153","11-10-2010","11-10-2010"
"20616167","22-12-2009","22-12-2009"
"20616188","08-10-2010","28-02-2011"
"20616189","28-02-2011","30-08-2019"
"20616194","25-02-2010","18-08-2020"
"20616195","31-08-2020","08-07-2020"
"20616213","30-12-2010","10-06-2010"
"20616214","21-06-2010","21-06-2010"
"20616292","06-01-2011","06-01-2011"
"20616297","16-11-1987","31-12-1986"
"20616304","27-12-2013","16-08-2021"
"20616318","05-08-2010","20-07-2011"
"20616352","29-12-2010","29-12-2010"
"20616361","27-08-2007","27-08-2007"
"20616386","12-08-2011","12-08-2011"
"20616392","02-11-2010","02-11-2010"
"20616415","17-01-2010","18-02-2010"
"20616420","05-08-2020","05-08-2020"
"20616440","26-08-2011","10-09-2020"
"20616551","15-03-2010","15-03-2010"
"20622176","08-02-2012","08-02-2012"
"20622183","01-12-2011","12-08-2022"
"20622184","01-01-1900","01-01-1900"
"20622248","-","-"
"20622250","28-07-2018","18-08-2020"
"20622251","28-04-2012","23-12-2016"
"20622253","05-04-2012","05-04-2012"
"20622254","13-02-2012","15-09-2021"
"20622255","18-07-2012","19-08-2020"
"20622256","08-10-2012","18-08-2020"
"20622257","01-01-1900","01-01-1900"
"20622258","15-05-2010","19-08-2020"
"20622269","12-07-2005","12-08-2020"
"20622270","04-05-2012","18-08-2020"
"20622272","28-04-2012","30-04-2012"
"20622273","-","-"
"20622306","17-06-2012","02-08-2012"
"20622307","21-03-2011","21-03-2011"
"20622309","26-06-2011","26-09-2019"
"20622312","-","-"
"20622313","23-12-2011","23-12-2011"
"20623099","27-11-2013","14-11-2012"
"20623126","30-06-2015","30-06-2015"
"20623127","30-04-2012","30-04-2012"
"20623128","30-04-2012","18-08-2020"
"20623130","05-04-2012","12-08-2020"
"20623154","30-11-2010","30-11-2010"
"20623155","11-06-2012","11-06-2012"
"20623238","14-01-2016","30-04-2012"
"30100361","07-06-2004","07-06-2004"
"30100364","01-01-1900","01-01-1900"
"30100370","12-05-1986","12-05-1986"
"30100376","",""
"30100927","23-08-2007","25-06-2003"
"30100929","01-01-1900","01-01-1900"
"30100933","01-01-1900","07-06-2023"
"30100934","27-03-2001","27-03-2001"
"30100935","01-02-2021","01-02-2021"
"30100936","29-08-2007","04-02-2000"
"30100950","23-08-1993","15-02-2007"
"30101007","-","-"
"30101063","01-01-1900","14-06-1989"
"30101841","-","-"
"30101896","11-11-2002","11-11-2002"
"30101948","06-05-2002","06-05-2002"
"30101950","13-07-1998","18-07-1998"
"30101951","29-05-1996","29-05-1996"
"30101971","01-01-1900","01-01-1900"
"30102416","01-01-1900","08-06-2021"
"30102432","25-08-1977","25-08-1977"
"30102917","15-07-1991","15-07-1991"
"30103490","01-01-1900","-"
"30104479","23-05-1997","23-05-1997"
"30104480","02-06-2003","02-06-2003"
"30104482","15-08-2005","15-08-2005"
"30104493","-","-"
"30104877","-","-"
"30105195","06-04-2005","06-04-2005"
"30105197","-","-"
"30105198","",""
"30105199","30-07-1990","06-07-1992"
"30105200","-","-"
"30105219","23-02-1965","09-12-1976"
"30105220","23-08-1993","23-08-1993"
"30105230","01-01-1974","01-01-1974"
"30105232","06-10-1965","06-10-1965"
"30105233","23-02-1983","04-04-1993"
"30105238","03-09-1985","03-09-1985"
"30105239","",""
"30105240","28-02-1998","28-02-1998"
"30105243","01-01-1900","-"
"30105513","",""
"30105516","24-12-1981","24-12-1981"
"30106143","06-07-1992","06-07-1992"
"30106212","14-06-2005","14-06-2005"
"30106217","18-07-2005","01-07-2005"
"30106219","04-04-2007","04-04-2007"
"30106487","-","-"
"30106488","31-05-2006","31-05-2006"
"30107326","02-08-2007","02-08-2007"
"30107430","-","-"
"30107762","-","-"
"30107763","01-01-1900","-"
"30107942","03-05-2000","30-07-2003"
"30107943","01-12-2007","30-05-2008"
"30108083","03-08-1979","10-06-2013"
"30108172","-","-"
"30108571","08-07-2008","08-07-2008"
"30108664","-","-"
"30108753","16-03-2015","16-03-2015"
"30108831","14-07-2008","14-07-2008"
"30109579","22-09-2004","22-09-2004"
"30109806","26-10-2010","01-07-2010"
"30109891","01-07-2009","01-07-2009"
"30109938","01-01-1900","-"
"30112112","-","-"
"30112113","01-01-1900","16-07-2012"
"30112513","02-01-2012","20-06-2012"
"30200297","20-06-1975","10-09-2012"
"30200788","01-08-1965","01-08-1965"
"30201400","05-05-1987","26-05-2015"
"30201433","18-02-1989","21-06-2006"
"30201435","17-11-2000","17-11-2000"
"30202425","18-09-2006","18-09-2006"
"30202748","26-04-2004","24-08-2021"
"30202966","08-08-2005","24-08-2021"
"30203084","22-02-2005","24-08-2021"
"30203615","01-01-1901","01-08-2007"
"30203688","-","-"
"30203707","28-10-2014","02-01-2023"
"30203892","21-05-2004","01-06-2004"
"30204095","30-07-2004","30-07-2004"
"30204191","14-07-2006","23-05-2007"
"30204236","14-07-2007","20-02-2012"
"30204253","07-04-2007","08-05-2007"
"30204254","-","-"
"30204256","01-04-2009","01-07-2009"
"30204483","08-10-2008","08-10-2008"
"30204658","21-07-2009","30-06-2020"
"30204698","12-06-2014","12-06-2014"
"30204699","01-01-1900","01-01-1900"
"30204809","01-01-1901","01-01-1900"
"30205083","10-11-1992","10-11-1992"
"30205122","08-07-2003","04-08-2003"
"30205228","03-07-2010","03-07-2010"
"30205273","07-04-2011","07-04-2011"
"30205277","18-06-2008","07-12-2020"
"30208938","01-09-2012","01-09-2012"
"30301488","-","-"
"30301489","05-06-1989","11-11-1995"
"30303326","26-07-1966","01-09-1964"
"30303617","01-12-2004","01-12-2004"
"30304185","13-06-1962","05-12-2022"
"30304186","20-05-1999","17-02-2000"
"30304264","23-05-1979","23-05-1979"
"30304265","06-08-1983","06-08-1983"
"30304266","01-01-1974","01-01-1974"
"30304267","23-08-1954","23-08-1954"
"30304268","31-12-1963","08-12-2023"
"30304269","10-10-1964","10-10-1964"
"30304270","09-08-1956","09-08-1956"
"30304286","-","-"
"30304605","17-04-1996","17-04-1996"
"30305069","08-05-2006","08-05-2006"
"30305378","09-08-2006","06-11-2015"
"30311726","",""
"30311959","12-12-2008","14-05-2007"
"30312232","-","-"
"30312949","01-09-2008","30-03-2011"
"30313816","15-10-2008","15-10-2008"
"30314208","-","-"
"30314241","-","-"
"30314295","01-05-1975","04-08-1988"
"30315139","06-07-2010","23-07-2012"
"30400227","01-08-2001","01-11-2014"
"30400228","10-06-1996","24-08-2018"
"30400476","15-07-2002","15-07-2002"
"30400570","30-06-2002","30-06-2002"
"30400571","10-07-2007","01-01-1900"
"30400775","",""
"30401069","06-03-1980","16-04-2018"
"30401070","19-07-1999","27-08-2018"
"30401072","16-06-2000","17-11-2000"
"30401073","15-12-1988","15-12-1988"
"30401075","04-10-1988","27-08-2018"
"30401079","01-01-1900","30-08-1980"
"30401080","03-05-1973","26-05-1979"
"30401081","01-01-1900","-"
"30401085","01-01-1900","-"
"30401086","27-01-2020","27-08-2018"
"30401088","01-01-1989","27-08-2018"
"30401089","01-01-1900","-"
"30401460","23-05-2002","27-08-2018"
"30401464","17-06-1991","27-08-2018"
"30401485","15-07-1991","27-08-2018"
"30401505","26-02-2018","26-02-2018"
"30401508","11-07-1997","11-07-1997"
"30401511","27-08-2018","27-08-2018"
"30401515","-","-"
"30401516","10-08-1960","10-08-1960"
"30401517","19-03-1994","27-08-2018"
"30401519","01-07-1980","01-07-1980"
"30401520","31-08-1991","30-12-1981"
"30401713","01-04-1977","27-08-2013"
"30401714","20-11-1984","20-11-1984"
"30401945","07-05-2003","07-05-2003"
"30402083","26-06-2006","26-06-2006"
"30402391","01-01-2006","31-12-2018"
"30402393","12-02-2006","19-10-2015"
"30402597","28-07-2004","28-07-2004"
"30402818","20-03-2009","27-09-2022"
"30402834","10-02-2008","14-07-2022"
"30402921","19-05-2006","27-08-2018"
"30402922","18-04-2006","27-08-2018"
"30402923","04-07-2005","24-08-2018"
"30403014","30-04-1992","27-08-2018"
"30403017","27-02-2004","03-06-2002"
"30404129","01-06-1989","27-08-2018"
"30404135","01-01-1900","22-01-2015"
"30404138","01-01-1900","03-06-2002"
"30404244","20-02-2009","27-08-2018"
"30404273","01-01-1900","-"
"30404274","22-02-2001","27-08-2018"
"30404457","18-07-2000","-"
"30404525","01-01-1900","01-01-1900"
"30404601","28-07-2004","05-05-2021"
"30404604","16-03-2001","14-03-2021"
"30405247","20-03-2009","27-02-2024"
"30405265","22-07-2004","27-08-2018"
"30405297","26-07-2006","24-08-2018"
"30405301","-","01-11-2014"
"30405305","18-12-1998","01-11-2014"
"30405620","20-06-2008","-"
"30405622","04-01-2009","05-05-2021"
"30405697","05-08-2008","05-08-2008"
"30405704","06-10-2008","27-08-2018"
"30405706","06-10-2008","05-05-2008"
"30405709","26-03-2008","26-03-2008"
"30405722","15-01-2009","27-08-2018"
"30405759","15-01-2009","27-08-2018"
"30405765","24-10-2007","01-11-2014"
"30405785","26-08-2000","01-11-2014"
"30405788","01-10-2008","24-08-2018"
"30405791","04-08-2009","01-11-2014"
"30405817","03-08-2009","31-08-2009"
"30405828","24-09-2010","24-09-2010"
"30405836","01-01-1900","27-08-2019"
"30406131","30-03-2009","18-06-2009"
"30407288","22-02-2011","27-08-2018"
"30407339","06-09-2010","02-11-2015"
"30407391","19-01-2015","01-01-1900"
"30407679","17-08-2019","27-08-2018"
"30407724","27-08-2018","27-08-2018"
"30407741","",""
"30409888","17-06-2010","27-08-2018"
"30409909","",""
"30409920","02-01-2011","23-06-2011"
"40057024","01-06-2015","01-06-2015"
"40100344","13-03-1990","13-03-1990"
"40100347","21-02-1963","02-06-2016"
"40100887","15-07-1985","08-03-2023"
"40100904","01-01-1901","01-01-1900"
"40100905","16-05-1996","16-05-1996"
"40100907","05-09-1979","05-09-1979"
"40100908","07-07-1980","08-02-2023"
"40101449","21-09-1965","21-09-1965"
"40101450","22-07-2004","22-07-2004"
"40101451","19-06-1999","19-06-2001"
"40101452","-","-"
"40101453","06-11-1990","14-06-2023"
"40101746","29-07-2004","20-07-2004"
"40101747","02-07-2005","02-07-2005"
"40101749","29-07-2004","29-07-2004"
"40102394","01-07-2001","01-07-2010"
"40102397","21-07-2003","01-02-2006"
"40102748","08-02-1998","20-03-1985"
"40102749","29-12-1967","27-11-1985"
"40102757","01-01-1900","-"
"40102758","26-06-1961","12-01-2022"
"40102764","18-06-2002","03-11-2009"
"40102767","13-04-1993","26-11-1998"
"40102769","15-04-1991","15-04-1991"
"40103058","26-08-2000","03-08-2018"
"40103059","07-03-1977","14-06-2023"
"40103060","01-01-2003","14-06-2023"
"40103062","04-06-2003","04-06-2003"
"40103072","05-09-1979","14-06-2023"
"40103073","25-05-1995","14-06-2023"
"40103205","22-02-1973","22-02-1974"
"40103207","19-01-1968","27-12-1985"
"40103208","23-02-1968","27-12-1985"
"40103299","04-08-2006","04-08-2006"
"40103449","17-06-2013","14-06-2023"
"40103482","28-06-2006","28-08-2007"
"40103515","01-01-1901","27-05-2008"
"40103558","20-07-2004","20-07-2004"
"40103560","22-03-2006","12-05-2010"
"40103646","",""
"40103836","30-10-2009","30-10-2009"
"40103837","30-10-2009","30-10-2009"
"40103838","03-02-2010","03-02-2010"
"40103897","14-06-2023","14-06-2023"
"40103899","15-06-2009","14-06-2023"
"40103902","01-10-2006","01-10-2006"
"40103907","01-01-1900","15-06-2009"
"40103910","01-06-2009","01-06-2009"
"40103917","15-06-2009","15-06-2009"
"40104572","11-02-2004","11-02-2004"
"40104573","05-05-2008","01-04-2009"
"40104645","04-04-2008","14-06-2023"
"40104646","06-04-2008","14-06-2023"
"40104647","22-10-2007","14-06-2023"
"40104776","01-07-1987","14-06-2023"
"40104887","01-01-1900","03-11-2010"
"40104897","15-06-1967","07-01-2013"
"40104899","10-01-2011","10-01-2011"
"40104906","30-10-2007","10-06-2008"
"40105010","13-09-2011","13-09-2011"
"40105020","08-07-2010","28-09-2010"
"40105029","05-08-2009","12-06-2015"
"40105031","27-12-1985","27-12-1985"
"40105166","01-02-2010","18-05-2012"
"40200223","03-06-2003","11-01-2011"
"40200244","23-04-2004","12-07-2004"
"40200628","15-08-1982","18-08-1982"
"40200717","22-05-2008","22-05-2008"
"40200730","01-10-1999","06-12-2012"
"40200731","-","-"
"40200733","19-03-1993","19-03-1993"
"40201350","16-05-1987","12-12-1988"
"40201352","01-01-1900","01-01-1900"
"40201354","02-05-1967","02-05-1967"
"40201632","14-11-2012","14-11-2012"
"40201633","01-01-1900","01-01-1900"
"40201635","11-06-1990","11-06-1990"
"40201637","12-04-2004","12-04-2004"
"40202258","23-04-2004","23-04-2004"
"40202259","12-08-2004","12-08-2004"
"40202281","23-04-2004","23-04-2004"
"40202302","18-07-1986","08-04-2020"
"40202303","08-05-1968","14-12-2009"
"40202304","12-10-1993","12-10-1993"
"40202305","-","-"
"40202583","-","-"
"40202584","01-01-1900","-"
"40202611","24-05-2004","24-05-2004"
"40202942","20-09-2015","20-09-2015"
"40202952","01-01-1900","20-05-2002"
"40203311","-","-"
"40203326","29-05-2004","29-05-2004"
"40203601","01-07-2020","01-07-2020"
"40203602","",""
"40203603","11-06-1981","12-10-2015"
"40203604","29-05-1988","29-05-1988"
"40203620","05-11-2003","05-11-2003"
"40203622","23-11-1995","23-11-1995"
"40203623","23-08-1993","23-08-1993"
"40203625","14-06-1989","14-06-1989"
"40203628","10-06-2004","10-06-2004"
"40203989","12-04-2004","12-04-2004"
"40204193","08-08-2005","22-11-2005"
"40204273","22-11-2010","22-11-2010"
"40204285","22-06-2005","22-06-2005"
"40204295","06-06-2004","01-03-2011"
"40204369","01-01-1900","-"
"40204585","-","-"
"40204598","13-11-2008","13-11-2008"
"40204638","07-07-2008","08-12-2009"
"40205116","20-11-2012","20-11-2012"
"40205171","01-01-1900","01-08-2008"
"40205579","01-01-1900","-"
"40205708","15-01-2015","-"
"40206211","03-11-2010","22-08-2023"
"40206266","14-10-2010","14-10-2010"
"40206516","20-04-2008","20-04-2008"
"40206565","12-11-2020","12-11-2020"
"40206677","01-01-1900","01-01-1900"
"40206712","-","-"
"40206754","30-01-2023","30-01-2023"
"40206760","04-11-2010","04-11-2010"
"40206771","22-06-2012","22-06-2012"
"40209779","-","-"
"40209780","12-01-2010","30-05-2012"
"40209781","11-06-2011","11-06-2012"
